id,Summary,Status,Type,Owner,Priority,Milestone,Component,Version,Severity,Created,Modified,Parent ID,Points,Reviewer,Reporter,Keywords
13155,I can use an extend cell to remotely determine whether two relays have a connection open,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,13 sep. 2014 23:29:45,9 jun. 2017 13:52:57,,,,arma,needs-insight needs-design security maybe-wontfix
13160,make a deb of meek and get into Debian,new,defect,dcf,Medium,,Circumvention/meek,,Normal,14 sep. 2014 20:54:57,13 sep. 2018 02:48:33,,,,proper,apparmor
13167,Export dirauth files via directory protocol,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,15 sep. 2014 11:13:54,9 jun. 2017 13:52:30,,3,,Sebastian,metrics metrics-wants tor-dirauth tor-client needs-spec
13170,network.allow-experiments ~~ FALSE would be better (sane) default,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,15 sep. 2014 21:24:31,6 dic. 2017 04:50:54,,,,zinc,
13198,clean up torbutton use of Mozilla services,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,20 sep. 2014 00:15:26,6 dic. 2017 04:50:54,,,,arthuredelstein,MikePerry201409R
13204,TOR Browser Bundle interprets 'mailto' links as downloads,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,21 sep. 2014 01:46:17,6 dic. 2017 04:50:54,,,,Orthogonal,
13220,Remember window size and position,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,22 sep. 2014 12:46:07,6 dic. 2017 04:50:54,,,,rhazor,
13231,Tor(Windows) don't close ports when killed from service control,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: unspecified,Normal,24 sep. 2014 00:47:59,9 jun. 2017 13:54:01,,,,ikurua22,tor-relay windows win32 nt-service
13234,Consensus Algorithm Causes Flip-Flopping,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: unspecified,Normal,24 sep. 2014 19:29:57,9 jun. 2017 13:55:04,,,,pipeep,tor-dirauth sybil voting needs-spec
13236,investigate Firefox SSL for things that might allow user tracking,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,24 sep. 2014 22:52:51,6 dic. 2017 04:50:54,,,,arthuredelstein,tbb-linkability
13270,spam in torproject.org wiki / consider automated spam prevention,assigned,defect,hiro,Medium,,Internal Services/Service - trac,,Normal,27 sep. 2014 10:00:24,30 ene. 2017 16:09:51,,,,proper,
13297,compute_weighted_bandwidths() broken for dirauths,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,29 sep. 2014 17:03:10,4 may. 2018 23:10:06,,,,asn,tor-dirauth routing weighting
13304,AWS Ruleset Breaks Amazon Previews and Cart,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,30 sep. 2014 05:09:31,6 dic. 2017 04:50:54,,,,throwaway1,httpse-ruleset-bug
13307,Tor Browser might crash on Windows if opened from a USB drive.,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,30 sep. 2014 11:25:57,29 dic. 2015 08:40:10,,,,mttp,tbb-crash
13308,Partial Rule for CNBC breaks the controld on flash video,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,HTTPS-E 4.0dev14,Normal,30 sep. 2014 13:32:17,6 dic. 2017 04:50:54,,,,cypherpunks,
13309,Make it clearer that the Tor Browser update download is happening over Tor,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,30 sep. 2014 13:38:27,4 feb. 2019 10:14:18,,,,mttp,"tbb-usability, tbb-update"
13330,citizenaudit.org doesn't work in Tor Browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,3 oct. 2014 18:16:01,6 dic. 2017 04:50:54,,,,erinn,
13332,Cannot log in to lang-8.com (SNS for language learners) using Tor Browser.,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,4 oct. 2014 07:02:32,6 dic. 2017 04:50:54,,,,cypherpunks,noscript
13333,Android users visiting sites using Tor leave all kinds of incriminating evidence in the logs,assigned,defect,n8fr8,Medium,,Applications/Orbot,Tor: unspecified,Normal,4 oct. 2014 08:47:22,6 dic. 2017 04:50:54,,,,cypherpunks,
13347,TicketMaster stadium view does not load,needs_information,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,6 oct. 2014 00:20:29,11 mar. 2018 15:11:21,,,,cypherpunks,TicketMaster
13367,Rate limit gyroscope sampling frequency on FF mobile,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,8 oct. 2014 20:32:25,10 dic. 2018 09:38:21,,,,mikeperry,"tbb-security, tbb-fingerprinting, tbb-mobile"
13378,Addon icons get added/reordered in the toolbar,reopened,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 oct. 2014 20:39:56,6 dic. 2017 04:50:54,,,,mikeperry,"tbb-usability, ff31-esr"
13383,Building Tor-Browser fails on mac (using vagrant) because of locale parsing issue,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,11 oct. 2014 16:48:18,6 dic. 2017 04:50:54,,,,dwt,
13388,HTTPS-E v4.0.1 breaks Amazon dynamic images (FF 32),new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,11 oct. 2014 20:55:30,6 dic. 2017 04:50:54,,,,cypherpunks,httpse-ruleset-bug
13396,Enabling Amazon Web Services rule breaks Amazon Instant Video,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,13 oct. 2014 14:15:23,6 dic. 2017 04:50:54,,,,vm,httpse-ruleset-bug
13405,sina weibo login may be break,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,14 oct. 2014 11:44:14,6 dic. 2017 04:50:54,,,,yfdyh000,httpse-ruleset-bug
13427,CloudFlare captchas often will not load (TBB Beta 4.0-alpha-3),new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,15 oct. 2014 16:41:25,6 dic. 2017 04:50:54,,,,cypherpunks,
13429,Can't add exception for unverified SSL certificates in Tor Browser 4.0-alpha-3,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,15 oct. 2014 18:30:16,6 dic. 2017 04:50:54,,,,cypherpunks,
13451,Inacurate download information,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,17 oct. 2014 17:37:01,6 dic. 2017 04:50:54,,,,Spectre1968,
13452,Tor Browser 4.0 (Windows) unable to import new CA certificates from file,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,17 oct. 2014 18:48:50,6 dic. 2017 04:50:54,,,,ericlaw,
13467,makes DNS query of your own hostname,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 oct. 2014 10:33:39,6 dic. 2017 04:50:54,,,,Safari,
13469,Windows 32bit installer is missing many languages from the NSIS file,reopened,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 oct. 2014 23:29:42,23 oct. 2018 09:24:32,,,,dcf,l10n
13470,Windows installer is missing Vietnamese as a language option,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 oct. 2014 23:48:43,6 dic. 2017 04:50:54,,,,dcf,
13510,Master password can't be changed from default,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,21 oct. 2014 17:29:56,10 abr. 2019 08:11:31,,,,User11,tbb-usability
13552,TorBrowser 4 Default screen size seems off again,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,23 oct. 2014 20:41:55,6 dic. 2017 04:50:54,,,,joebt,
13580,Unable to run Tor browser,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,26 oct. 2014 12:54:44,6 dic. 2017 04:50:54,,,,mrschwarz,
13582,Flash video stream will not load on Livestation.com,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,26 oct. 2014 15:46:45,6 dic. 2017 04:50:54,,,,Greendale,
13592,Tor Browser Bundle 4.0 Linux - Doesn't Theme,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,28 oct. 2014 05:38:58,3 ago. 2016 03:18:16,,,,torrified,
13598,unusable with Mozilla nightly 36.0a1 (2014-10-28) - seeing Moved To 302 or variation of,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,29 oct. 2014 05:08:26,6 dic. 2017 04:50:54,,,,EventHorizon,
13603,"Many channels closing with ""IOERROR"" reason given on control port.",new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.5.10,Normal,29 oct. 2014 19:52:50,21 dic. 2017 09:14:05,,,,toralf,tor-relay needs-analysis networking
13626,Tor-browser-linux32-4.0.1 crash in Lubuntu,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,1 nov. 2014 10:47:07,15 feb. 2016 18:59:28,,,,djjos,
13649,Start.Me Page Fails if  HTTPS Active,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,4 nov. 2014 01:28:36,6 dic. 2017 04:50:54,,,,cypherpunks,Start.Me
13669,"disable ""retry DNS on new circuit"" for web content",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,5 nov. 2014 04:48:14,6 dic. 2017 04:50:54,,,,arthuredelstein,
13683,If you enable Amazon Web Services https while shopping on amazon.com you won't be able to click on the little images of the products,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,6 nov. 2014 16:09:51,6 dic. 2017 04:50:54,,,,mntgoat,
13768,clean orbot build from git clone https://git.torproject.org/orbot.git,reopened,defect,n8fr8,Medium,,Applications/Orbot,,Normal,15 nov. 2014 14:48:16,6 dic. 2017 04:50:54,,,,throwaway1,
13771,"http auth: after clicking new identity, site doesn't load at all",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,16 nov. 2014 01:49:30,6 dic. 2017 04:50:54,,,,cypherpunks-duplicate,
13775,Tor Browser won't open with OpenVPN,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,17 nov. 2014 05:29:03,6 dic. 2017 04:50:54,,,,mttp,tbb-helpdesk-frequent
13777,Apple iOS IPSW downloads broken on Akamai,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,17 nov. 2014 20:47:21,2 ene. 2016 16:32:05,,,,t3hub3rk1tten,httpse-ruleset-bug
13791,"Tor Browser Bundle ignores -app argument (GNU/Linux, mine is 64 bit)",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,19 nov. 2014 14:45:27,6 dic. 2017 04:50:54,,,,0a0c4927a2b9896cf3bed2389224bbe13e9a76b5,TorBrowser bundle XUL slimerjs
13800,circuit does not close after hidden service is shutdown via control port,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,21 nov. 2014 04:16:29,9 mar. 2019 08:30:13,,,,dawuud,tor-hs hs-shutdown
13818,[PATCH] Active tab looks ugly (inherits system color scheme only partially),assigned,defect,mcs,Medium,,Applications/Tor Browser,,Normal,22 nov. 2014 17:57:06,9 ago. 2017 10:08:49,,,,gentoo_root,
13833,Tor Browser hangs on our own Trac,reopened,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,24 nov. 2014 20:42:59,29 ene. 2016 17:13:42,,,,gk,
13834,please remove trailing spaces from source files,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,24 nov. 2014 22:37:21,6 dic. 2017 04:50:54,,,,proper,
13846,HTTPS anywhere in Firefox blocks all NHL.com videos from playing,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,26 nov. 2014 08:44:08,6 dic. 2017 04:50:54,,,,moonshinefe,
13854,"""view page source"" isn't cleared/cleaned when click ""create new identity""",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,28 nov. 2014 03:27:42,6 dic. 2017 04:50:54,,,,cypherpunks-duplicate,tbb-newnym
13887,Pick a reporting format for Chutney,new,defect,,Medium,,Core Tor/Chutney,,Normal,3 dic. 2014 14:00:14,6 dic. 2017 04:50:54,,,,nickm,SponsorS design bikeshed
13890,Provide support for urdu language in Tor Browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,3 dic. 2014 20:12:09,6 dic. 2017 04:50:54,,,,hellais,
13898,HTTPS Everywhere not working with SlimJet,new,defect,zyan,Medium,,HTTPS Everywhere/HTTPS Everywhere: Chrome,,Normal,4 dic. 2014 19:47:50,6 dic. 2017 04:50:54,,,,oldpervcanada,Slimjet
13899,Won't allow videos to be palyed,new,defect,zyan,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,5 dic. 2014 05:32:19,6 dic. 2017 04:50:54,,,,cypherpunks,
13912,Key Security: Zeroing Buffers Is Insufficient (AES-NI leaves keys in SSE registers),new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.1-alpha,Normal,7 dic. 2014 22:38:32,13 jul. 2017 20:43:00,,,,teor,security registers aesni memwipe tor-relay
13926,No certificate hierarchy,reopened,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,9 dic. 2014 14:40:10,4 mar. 2017 14:38:20,,,,cypherpunks,tbb-usability
13928,Tor Authorities reachability testing is predictable and sequential,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.1-alpha,Normal,9 dic. 2014 17:51:51,12 dic. 2017 01:17:35,,,,teor,tor-dirauth reachable testing rotation
13929,Increase Authority reachability testing rate with low TestingAuthDirTimeToLearnReachability,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.7,Normal,9 dic. 2014 17:53:33,12 dic. 2017 01:17:35,#22463,small,,teor,"testing, chutney, SponsorS-deferred, tor-dirauth"
13937,Allow the use of NoScript in whitelist mode,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,10 dic. 2014 18:17:52,6 dic. 2017 04:50:54,,,,pde,ux ui noscript
13954,Android fonepad,new,defect,n8fr8,Medium,,Applications/Orbot,,Normal,13 dic. 2014 02:53:51,6 dic. 2017 04:50:54,,,,stockman,
13958,possible state leakage in Tor Browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,15 dic. 2014 00:43:31,19 sep. 2016 10:24:54,,,,cypherpunks,
13965,https-e breaks NBC Live Extra streaming,new,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,15 dic. 2014 16:02:25,6 dic. 2017 04:50:54,,,,cypherpunks,
13974,Google Images ruleset delivers 404 on links from Delicious Library 2,new,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,HTTPS-E 4.0dev14,Normal,16 dic. 2014 17:01:43,6 dic. 2017 04:50:54,,,,cypherpunks,httpse-ruleset-bug
13976,Simplify adjustment of consensus speed in testing tor networks,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: unspecified,Normal,16 dic. 2014 22:08:31,11 jun. 2017 01:10:00,,,,teor,"lorax, chutney, testing, tor-relay, robustness"
14006,"Hidden service error: ""We'd like to launch a circuit to handle a connection, but we already have 32 general-purpose client circuits...""",needs_information,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,20 dic. 2014 16:27:40,17 abr. 2019 13:02:02,#24973,,,asn,"tor-hs, circuit-management, scaling, 033-triage-20180320, 033-removed-20180320, 033-removed-20180403, tor-dos"
14029,Monotype Imaging,new,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,26 dic. 2014 03:49:39,6 dic. 2017 04:50:54,,,,Pascal,httpse-ruleset-bug
14034,Make TestingDirAuthVoteGuard/Exit/HSDir and AssumeReachable less essential in test networks,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.1-alpha,Normal,28 dic. 2014 03:17:41,11 jun. 2017 16:06:34,#13976,,,teor,"chutney, lorax, SponsorS-deferred, tor-dirauth, testing, test-support"
14043,to https://translation.steampowered.com/,new,defect,,Medium,HTTPS-E next Firefox dev release,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,29 dic. 2014 20:16:56,11 sep. 2016 18:36:56,,,,yfdyh000,httpse-ruleset-bug
14056,IPredator complains that we call time() too much when running over 500Mbps,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.5.10,Normal,31 dic. 2014 14:43:50,11 jun. 2017 16:05:56,,,,teor,performance tor-relay lorax syscall vdso
14069,"Please make the default value for browser.tabs.closeWindowWithLastTab ""false"" instead of ""true"".",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,1 ene. 2015 19:47:10,6 dic. 2017 04:50:54,,,,cypherpunks,
14074,HTTPS Everywhere Cloudfront rule prevents loading video on video.pbs.org,new,defect,,Medium,HTTPS-E 4 stable,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,1 ene. 2015 21:03:20,6 dic. 2017 04:50:54,,,,hirsutilus,
14078,HTTPS Everywhere causes problems on funimation.com,new,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,2 ene. 2015 07:12:32,6 dic. 2017 04:50:54,,,,cypherpunks,httpse-ruleset-bug
14089,Google Drive/Docs do not work in Tor Browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,2 ene. 2015 20:34:33,18 oct. 2015 02:39:48,,,,garrettr,"tbb-usability-website, tbb-torbutton"
14098,TBB still doesn't round windows in some cases,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,4 ene. 2015 15:50:35,22 mar. 2019 08:51:33,,,,cypherpunks,tbb-fingerprinting-resolution
14118,Holding down SHIFT button while starting Tor Browser starts it in non-Tor mode,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,6 ene. 2015 00:05:24,6 dic. 2017 04:50:54,,,,s7r,
14120,Akamai ruleset breaks steamcommunity.com in plaintext HTTP,new,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,6 ene. 2015 09:17:45,6 dic. 2017 04:50:54,,,,cypherpunks,
14139,Tor browser shares its last search term with other browsers on OSX,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,9 ene. 2015 14:00:58,8 jun. 2017 09:31:35,,,,clashman,osx
14186,Try to use fchmod() first when changing permissions on an AF_UNIX socket,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.2-alpha,Normal,13 ene. 2015 00:33:13,12 jun. 2017 04:41:29,,,,andrea,tor-client tor-relay posix permissions
14199,Tor Browser 4.0.3 can't access a particular site anymore,reopened,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,14 ene. 2015 01:16:57,6 dic. 2017 04:50:54,,,,Jose Hidalgo,
14223,END_STREAM_REASON_TIMEOUT blurs together two very different error cases,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.7,Normal,15 ene. 2015 21:56:06,11 jun. 2017 16:23:06,,0.1,,arma,tor-client error-case needs-spec
14246,Can't book room in Hotel Valencia Center with Tor Browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,16 ene. 2015 10:37:52,6 dic. 2017 04:50:54,,,,gk,tbb-usability-website
14267,We should be smarter about fetching all missing votes,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,18 ene. 2015 20:22:44,11 jun. 2017 16:22:10,,,,nickm,"bandwidth, tor-dirauth, retry, voting"
14279,Tor Browser Bundle creates CGBitmapContextCreateImage in Mac OS X,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,19 ene. 2015 15:13:55,6 dic. 2017 04:50:54,,,,qbi,"firefox, tor browser"
14322,torsocks fails to wrap setcap binaries,accepted,defect,dgoulet,Medium,,Core Tor/Torsocks,,Normal,22 ene. 2015 00:43:39,13 jun. 2016 19:25:10,,,,cypherpunks,setcap setuid LD_PRELOAD torsocks
14332,Use new string formatting interface,needs_revision,defect,,Medium,,Core Tor/Chutney,,Normal,23 ene. 2015 10:00:25,8 mar. 2019 21:47:37,,,,cypherpunks,
14337,Tabs Not All Shown in Normal View - no button to list rest,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,23 ene. 2015 22:54:05,7 oct. 2016 16:45:25,,,,plmlbn,tbb-usability
14393,Users may be confused by relocated directories,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,27 ene. 2015 00:30:09,9 may. 2016 08:01:05,,,,mikeperry,tbb-usability
14425,Orbot not working after upgrade to Lollipop,new,defect,n8fr8,Medium,,Applications/Orbot,,Normal,28 ene. 2015 02:30:10,6 dic. 2017 04:50:54,,,,rantekinaz,
14429,Automated rounding of content window dimensions,needs_revision,defect,arthuredelstein,Medium,,Applications/Tor Browser,,Normal,28 ene. 2015 05:55:11,22 mar. 2019 08:34:19,,,,arthuredelstein,"tbb-fingerprinting-resolution, tbb-torbutton"
14445,LiveJournal (partial),reopened,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,28 ene. 2015 11:37:39,6 dic. 2017 04:50:54,,,,cypherpunks,httpse-ruleset-bug
14446,Samsung (partial),reopened,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,28 ene. 2015 11:43:21,6 dic. 2017 04:50:54,,,,cypherpunks,httpse-ruleset-bug
14452,Failed to build Tor Browser Bundle with gitian,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,28 ene. 2015 23:01:05,6 dic. 2017 04:50:54,,,,t55wang,
14466,HTTPS Everwhere prevents Firefox 35.0 from loading tabs at startup,new,defect,,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,29 ene. 2015 06:44:39,6 dic. 2017 04:50:54,,,,jjreisert@…,
14579,Clients cannot use multiple transports with a single bridge,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,31 ene. 2015 08:00:30,11 jun. 2017 16:50:46,,,,sysrqb,tor-client tor-bridge tor-pt
14633,"Default NoScript settings says ""Allow Scripts Globally"" is ""dangerous""",new,defect,tbb-team,Medium,,Applications/Tor Browser,,Blocker,1 feb. 2015 22:27:58,25 sep. 2017 21:29:56,,,,arthuredelstein,tbb-usability uxsprint2015
14689,Tor4.02 BookmarksBackup-Resolved-CraigslistBlocksTor,reopened,defect,boklm,Medium,,Applications/Quality Assurance and Testing,,Normal,3 feb. 2015 03:54:22,7 feb. 2016 15:20:43,,,,chinchila,
14714,bws-*-done-* files contain only two lines,new,defect,,Medium,,Core Tor/Torflow,,Normal,4 feb. 2015 09:16:43,12 dic. 2017 01:17:35,,,,ln5,
14715,Change the default for automaphostsonresolve to be on-by-default?,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,4 feb. 2015 15:03:08,11 jun. 2017 16:48:01,,.1,,Sebastian,tor-client needs-decision
14763,Stochastic Guard Flag,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.7,Normal,6 feb. 2015 14:53:48,11 jun. 2017 16:46:47,,medium/large,,anon,"guard, flag, tor-dirauth, needs-investigation"
14795,Windows Environmental Variables not usable in Profiles.ini when deploying tor browser across a domain,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,7 feb. 2015 18:39:58,6 dic. 2017 04:50:54,,,,johnakabean,"windows, variables, windows environment, windows environmental variables, windows variables"
14801,"""EXCLUDE Nodes"" is not respected in Orbot",needs_information,defect,n8fr8,Medium,,Applications/Orbot,Tor: 0.2.5.10,Normal,8 feb. 2015 22:35:35,8 abr. 2016 08:09:22,,,,Buger,"Strict Nodes, Orbot, Exclude Nodes,"
14827,Tor controller command to write its file to disk,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.7,Normal,9 feb. 2015 17:36:40,11 jun. 2017 16:40:54,,small,,Sebastian,tor-client tor-control needs-design
14854,Document the hardlimit of HiddenServiceAuthorizeClient basic,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,11 feb. 2015 04:28:51,22 dic. 2018 15:11:08,,.1,,cypherpunks,"tor-hs, tor-doc, hs-auth"
14883,Orbot handshake fails on networks with Blue Coat Systems' technology,new,defect,n8fr8,Medium,,Applications/Orbot,Tor: 0.2.5.10,Normal,13 feb. 2015 01:55:18,1 ene. 2016 14:20:15,,,,ProGamerGov,"Blue, coat, systems, proxySG"
14900,To link connections only if they ready,reopened,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,14 feb. 2015 16:52:28,11 jun. 2017 16:32:29,,,,cypherpunks,tor-client correctness needs-interpretation
14923,Tor Launcher should have accessibility support.,needs_information,defect,brade,Medium,,Applications/Tor Launcher,,Normal,17 feb. 2015 19:19:49,5 abr. 2018 19:34:53,,,,Sherief,"ux-team, tbb-usabiity"
14924,Warn users before they install any addons,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,17 feb. 2015 20:05:05,6 dic. 2017 04:50:54,,,,mikeperry,tbb-usability
14936,about:license should show be adapted for Tor Browser,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 feb. 2015 07:13:17,6 dic. 2017 04:50:54,,,,arthuredelstein,tbb-branding
14939,Support ipv6 addresses in Tor Circuit DIsplay,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 feb. 2015 08:15:46,8 oct. 2018 06:49:06,,,,arthuredelstein,"tbb-circuit-display, tbb-usability"
14941,Localize the Tor Browser about dialog properly,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,18 feb. 2015 10:31:54,6 dic. 2017 04:50:54,,,,gk,tbb-branding
14946,NullPointerException when Requesting Hidden Service,needs_review,defect,n8fr8,Medium,,Applications/Orbot,,Normal,18 feb. 2015 19:36:43,6 dic. 2017 04:50:54,,,,JesusMcCloud,
14957,Clients wait for an extra consensus before learning the correct UseGuardFraction value,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.7,Normal,19 feb. 2015 22:05:28,18 sep. 2017 18:07:05,,.2,,asn,"tor-client, tor-guard, SponsorU-deferred, 032-unreached"
14978,Tor browser bundle random segfault,needs_information,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,21 feb. 2015 03:29:04,29 dic. 2015 08:19:49,,,,esmedoescode,tbb-crash
14999,Most/all esc_for_log instances in control.c should change.,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,23 feb. 2015 15:22:04,11 jun. 2017 17:00:13,,medium,,nickm,"tor-spec, tor-control needs-design"
15000,bring some sanity to quoted strings in the controller api,needs_revision,defect,,Medium,Tor: unspecified,Core Tor/Tor,Tor: 0.2.6.3-alpha,Normal,23 feb. 2015 15:24:49,11 jun. 2017 17:00:23,,medium,,nickm,"tor-client, needs-proposal, tor-control tor-spec"
15007,Allow to specify version for components rather than tor only,reopened,defect,gk,Medium,,Internal Services/Service - trac,,Normal,23 feb. 2015 21:04:47,6 dic. 2017 04:50:54,,,,krichter,
15020,Preserve unsaved issue report or warn about data loss,new,defect,erinn,Medium,,Internal Services/Service - trac,,Normal,24 feb. 2015 19:03:30,6 dic. 2017 04:50:54,,,,krichter,
15021,Clarify working with sources,new,defect,erinn,Medium,,Internal Services/Service - trac,,Normal,24 feb. 2015 19:09:40,6 dic. 2017 04:50:54,,,,krichter,
15030,Tor Browser 4.5a4 does not cope with certain self signed certificate setups.,new,defect,tbb-team,Medium,,Applications/Tor Browser,,Normal,25 feb. 2015 19:40:12,27 oct. 2016 13:10:29,,,,yawning,tbb-usability-website
15043,Use acx_pthread.m4 to find pthreads library,new,defect,,Medium,Tor: unspecified,Core Tor/Tor,,Normal,26 feb. 2015 15:20:10,16 jun. 2017 16:57:06,,,,nickm,easy tor-relay build autoconf pthreads
15089,help.eventbrite.com does not support https,new,defect,,Medium,,HTTPS Everywhere/HTTPS Everywhere: Chrome,,Normal,1 mar. 2015 21:08:20,6 dic. 2017 04:50:54,,,,TheDreamer,
