id,Summary,Status,Owner,Type,Priority,Milestone,Component,Version,Severity,Resolution,Created,Modified,Actual Points,Parent ID,Points,Reviewer,Reporter,Keywords
27842,Consider end-to-end introduction ACKs,new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,24 sep. 2018 15:35:46,2 abr. 2019 13:46:00,,#25882,3,,asn,"tor-hs, 034-deferred-20180602 035-removed reachability"
28005,Officially support onions in HTTPS-Everywhere,new,legind,defect,Medium,,HTTPS Everywhere/EFF-HTTPS Everywhere,,Normal,,11 oct. 2018 14:19:46,18 abr. 2019 19:11:29,,#30029,20,,asn,tor-hs https-everywhere tor-ux
28142,Merge original WTF-PAD branch,closed,mikeperry,enhancement,Medium,Tor: 0.4.0.x-final,Core Tor/Tor,,Normal,fixed,22 oct. 2018 17:10:44,14 ene. 2019 19:51:18,,#28631,,asn,asn,"wtf-pad, tor-relay, tor-cell, padding"
28174,Block non-.onion subresources on .onion websites?,new,tbb-team,defect,Medium,,Applications/Tor Browser,,Normal,,24 oct. 2018 06:43:58,2 abr. 2019 09:08:22,,,,,arthuredelstein,
28208,Run bridges+hs-v23 for make test-network in 0.4.2 and later,assigned,teor,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,26 oct. 2018 01:42:01,17 jun. 2019 12:37:25,,#29267,,,teor,"test, fast-fix, 035-deferred-20190115"
28478,Enable http2 for .onion without https,new,tbb-team,enhancement,Medium,,Applications/Tor Browser,,Normal,,16 nov. 2018 15:09:38,2 abr. 2019 09:38:30,,#21728,,,cypherbits,
28610,will WTF-PAD impair bandwidth scanning?,closed,,enhancement,Medium,Tor: 0.4.0.x-final,Core Tor/Tor,Tor: unspecified,Normal,not a bug,24 nov. 2018 22:02:36,3 may. 2019 14:21:20,,#28693,,,starlight,
28631,Release a useful WTF-PAD to the world (master ticket),closed,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,implemented,27 nov. 2018 16:10:27,13 may. 2019 23:45:03,,,,,asn,"wtf-pad, tor-relay, tor-cell, padding"
28632,Make the original WTF-PAD branch actually useful for us (submaster ticket),closed,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,worksforme,27 nov. 2018 16:12:21,14 may. 2019 00:01:21,,,,,asn,"wtf-pad, tor-relay, tor-cell, padding, 041-proposed"
28633,Pad on specific circuit purposes + ltups,closed,,defect,Medium,Tor: 0.4.0.x-final,Core Tor/Tor,,Normal,fixed,27 nov. 2018 16:16:25,3 abr. 2019 04:47:29,10,#28632,10,asn,asn,"wtf-pad, tor-relay, tor-cell, padding"
28635,Clean up PADDING_TODO.txt,closed,,defect,Medium,Tor: 0.4.0.x-final,Core Tor/Tor,,Normal,fixed,27 nov. 2018 16:19:21,3 abr. 2019 04:47:29,,#28632,,,asn,"wtf-pad, tor-relay, tor-cell, padding"
28637,Improve general WTF-PAD code quality and maintainability,closed,,defect,Medium,Tor: 0.4.0.x-final,Core Tor/Tor,,Normal,implemented,27 nov. 2018 16:38:38,28 ene. 2019 14:46:19,,#28631,,,asn,"wtf-pad, tor-relay, tor-cell, padding, 041-proposed"
28672,Android reproducible build of Snowflake,needs_revision,,project,Medium,,Circumvention/Snowflake,,Normal,,30 nov. 2018 20:31:15,14 jun. 2019 18:25:29,,#30318,,,dcf,"tbb-mobile, tbb-rbm, GeorgKoppen201904, ex-sponsor-19, TorBrowserTeam201906"
28694,"When CircuitPadding is implemented in Tor, set it to 0 in sbws",new,,enhancement,Medium,sbws: 1.1.x-final,Core Tor/sbws,,Normal,,3 dic. 2018 04:44:48,21 may. 2019 12:07:28,,#29954,,,teor,"wtf-pad, tor-relay, tor-cell, padding, changes-version-patch, sbws-11x-final-removed-20190312, scanner, 041-should"
28778,Rename some circuitpadding structs,closed,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,fixed,7 dic. 2018 14:18:46,3 abr. 2019 04:47:29,,#28637,,,asn,"wtf-pad, tor-relay, tor-cell, padding, refactor, technical-debt"
28779,Remove double function declarations in circuitpadding.c/test_circuitpadding.c,closed,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,fixed,7 dic. 2018 14:38:30,3 abr. 2019 04:47:29,,#28637,,asn,asn,"wtf-pad, tor-relay, tor-cell, padding, technical-debt, refactor, easy"
28841,Write tool for onion service health assessment,needs_information,,project,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,13 dic. 2018 20:38:42,26 abr. 2019 21:34:52,,#29995,23,,asn,"tor-hs, reachability, research, network-health, network-team-roadmap-2019-Q1Q2"
28942,Evaluate pion WebRTC,assigned,cohosh,enhancement,Medium,,Circumvention/Snowflake,,Normal,,24 dic. 2018 11:05:18,17 jun. 2019 05:53:07,,,,,backkem,ex-sponsor-19
29083,WTF-PAD: Specify exit policy for machine conditions,new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,14 ene. 2019 13:05:02,14 may. 2019 00:58:18,,,4,,asn,"wtf-pad, tor-relay, tor-cell, padding"
29084,Ensure circuit padding RTT estimate handes var cells/wide creates,new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,14 ene. 2019 13:05:32,14 may. 2019 00:17:50,,,2,,asn,"wtf-pad, tor-relay, tor-cell, padding"
29112,PTs should pass user count events back to Tor,new,,enhancement,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,,Normal,,17 ene. 2019 23:30:13,5 jun. 2019 20:50:44,,,,,arma,"041-deferred-20190530, ex-sponsor-19"
29169,32-bit warnings in test_circuitpadding.c,closed,nickm,defect,Medium,Tor: 0.4.0.x-final,Core Tor/Tor,,Normal,fixed,24 ene. 2019 17:55:37,8 feb. 2019 13:40:14,.1,,.1,,nickm,
29203,Add a way to specify machines as reduced circuit padding,closed,,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,30 ene. 2019 11:14:24,13 may. 2019 18:36:32,0.33,#28634,4,asn,mikeperry,wtf-pad
29205,Look into using Firefox for the WebRTC implementation,new,,task,Medium,,Circumvention/Snowflake,,Normal,,30 ene. 2019 15:11:58,5 jun. 2019 20:46:19,,,,,cohosh,ex-sponsor-19
29206,New design for client -- proxy protocol for Snowflake,needs_review,cohosh,task,Medium,,Circumvention/Snowflake,,Normal,,30 ene. 2019 15:16:59,14 jun. 2019 13:43:56,,,6,dcf,cohosh,"ex-sponsor-19, anti-censorship-roadmap"
29237,Restore IPv6 intro points in the HS client tests,closed,teor,enhancement,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,30 ene. 2019 20:33:53,24 abr. 2019 07:00:59,0,#23588,0,,teor,"fast-fix, prop224, tor-hs, single-onion, ipv6, 034-triage-20180328, 034-removed-20180328, 040-unreached-20190109, 041-proposed, v3-onion-service-feature-parity-can"
29245,"Tor 0.4 eventually hits ""Delaying directory fetches: No running bridges"" after some period of inactivity with bridges",new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,31 ene. 2019 07:30:00,5 jun. 2019 20:50:44,,,,,ArmalsLoveArmalsLife,"040-regression, snowflake, 040-deferred-20190220, ex-sponsor-19"
29258,What is the IPv6 story with Snowflake,new,,task,Medium,Tor: unspecified,Circumvention/Snowflake,Tor: unspecified,Normal,,1 feb. 2019 09:03:13,5 jun. 2019 20:46:19,,,,,ahf,anti-censorship-roadmap
29259,Ensure high test coverage for Snowflake,assigned,cohosh,task,Medium,Tor: unspecified,Circumvention/Snowflake,Tor: unspecified,Normal,,1 feb. 2019 09:07:50,13 jun. 2019 18:48:29,,,,,ahf,"ex-sponsor-19, anti-censorship-roadmap"
29260,Should Snowflake proxies have a way to identify themselves to the broker,assigned,ahf,task,Medium,Tor: unspecified,Circumvention/Snowflake,Tor: unspecified,Normal,,1 feb. 2019 09:11:50,13 jun. 2019 18:56:28,,#29207,1,,ahf,"ex-sponsor-19, anti-censorship-roadmap"
29262,Look into the network layer of WebRTC,new,,task,Medium,Tor: unspecified,Circumvention/Snowflake,Tor: unspecified,Normal,,1 feb. 2019 09:16:34,5 jun. 2019 20:46:19,,,,,ahf,ex-sponsor-19
29267,CI for pluggable transports,new,,project,Medium,,Circumvention,,Normal,,1 feb. 2019 09:37:58,14 jun. 2019 10:53:54,,,13,,cohosh,"CI, PTs, anti-censorship-roadmap, ex-sponsor19"
29283,Make PTs go dormant,closed,,task,Medium,,Circumvention/Pluggable transport,,Normal,duplicate,1 feb. 2019 10:05:58,10 jun. 2019 17:07:29,,,,,cohosh,network-team-roadmap-2019-Q1Q2
29338,restore HiddenServiceAuthorizeClient in v3,new,,defect,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,Tor: 0.3.5.7,Normal,,5 feb. 2019 13:36:07,30 may. 2019 16:49:53,,#14389,2,,Alan,"tor-hs, hs-auth, client-auth, hsv3, network-team-roadmap-2019-Q1Q2, 041-deferred-20190530"
29689,Make Tor's test-network.sh consistent with chutney's test-network.sh,assigned,teor,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,8 mar. 2019 03:07:21,17 jun. 2019 11:38:38,,#29267,,,teor,"tor-chutney, tor-test, tor-ci, fast-fix, technical-debt, ex-sponsor-19, ex-sponsor19"
29690,"Add a comment to chutney's test-network.sh, reminding us to copy changes to tor's test-network.sh",assigned,teor,defect,Medium,,Core Tor/Chutney,,Normal,,8 mar. 2019 03:11:58,17 jun. 2019 11:38:01,,#29689,0.1,,teor,"tor-chutney, tor-test, tor-ci, fast-fix, ex-sponsor-19, ex-sponsor19"
29705,Enable Brotli compression for .onion domains,new,tbb-team,defect,Medium,,Applications/Tor Browser,,Normal,,9 mar. 2019 01:37:44,9 abr. 2019 02:54:05,,#21728,,,expyuzz4wqqyqhjn,
29734,Broker should receive country stats information from Proxy and Client,merge_ready,cohosh,enhancement,Medium,,Circumvention/Snowflake,,Normal,,11 mar. 2019 16:36:40,5 jun. 2019 20:46:19,2,#29207,1,ahf,cohosh,"snowflake, geoip, stats"
29736,Use WebSocket protocol to communicate between snowflake proxies and broker,assigned,ahf,enhancement,Medium,,Circumvention/Snowflake,,Normal,,11 mar. 2019 20:25:22,13 jun. 2019 18:52:18,,#29207,,,cohosh,"snowflake, websocket, ex-sponsor-19, anti-censorship-roadmap"
29990,Handle zero monotonic time differences in the circuit padding code,closed,mikeperry,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,Tor: 0.4.0.1-alpha,Normal,fixed,3 abr. 2019 04:16:34,5 abr. 2019 01:58:11,,#29500,2,,teor,"wtf-pad, tor-relay, tor-cell, padding"
29995,"Objective 1, Activity 1.1: Make v3 the default on Core Tor stable",new,,project,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,3 abr. 2019 10:02:29,26 abr. 2019 21:17:04,,#30281,72,,pili,network-team-roadmap-2019-Q1Q2
29998,"Objective 1, Activity 1.2:  Adopt OnionBalance features into onion services v3",new,,project,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,3 abr. 2019 13:17:06,26 abr. 2019 21:17:27,,#30281,24,,pili,network-team-roadmap-2019-Q1Q2
29999,"Objective 1, Activity 2: Denial of service defences",new,,project,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,3 abr. 2019 13:26:30,29 may. 2019 21:14:23,,#30281,36,,pili,"tor-hs, tor-dos, network-team-roadmap-2019-Q1Q2, user-feedback, blog"
30000,"Objective 2, Activity 1: Integrating client-side authorization to onion services v3",new,tbb-team,project,Medium,,Applications/Tor Browser,,Normal,,3 abr. 2019 13:40:49,11 jun. 2019 07:04:21,,#30281,55,,pili,TorBrowserTeam201906
30019,Write content for the onion services section in the community portal,assigned,asn,defect,Medium,,Webpages/Website,,Normal,,4 abr. 2019 14:25:38,8 may. 2019 16:01:29,,#14389,3,,asn,tor-hs
30022,"Objective 2, Activity 2: Notify users about typo errors when entering .onion addresses",new,tbb-team,project,Medium,,Applications/Tor Browser,,Normal,,4 abr. 2019 17:10:25,24 abr. 2019 10:42:03,,#30281,,,pili,
30024,"Objective 2, Activity 3: Notify users if a current website they are visiting on Tor Browser has an onion service version",new,tbb-team,project,Medium,,Applications/Tor Browser,,Normal,,4 abr. 2019 17:24:11,22 may. 2019 13:30:07,,#30281,,,pili,
30025,"Objective 2, Activity 4: Better client-side errors",new,tbb-team,project,Medium,,Applications/Tor Browser,,Normal,,4 abr. 2019 17:31:24,24 abr. 2019 10:42:16,,#30281,,,pili,
30029,"Objective 2, Activity 5: POC for Human-memorable addresses for .onion services",new,tbb-team,project,Medium,,Applications/Tor Browser,,Normal,,4 abr. 2019 17:42:24,15 may. 2019 11:30:31,,#30281,,,pili,
30090,Make a list of potential .onion errors,new,antonela,task,Medium,,UX,,Normal,,8 abr. 2019 18:38:34,8 abr. 2019 18:38:34,,#30025,,,pili,
30092,Add a probability-to-apply field for circuitpadidng machines,needs_revision,,enhancement,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,8 abr. 2019 20:37:22,14 may. 2019 08:44:42,0.5,,2,asn,mikeperry,"wtf-pad, tor-relay, tor-cell, padding"
30172,Always send PADDING_NEGOTIATE if middle supports it,new,,enhancement,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,12 abr. 2019 20:31:54,30 abr. 2019 20:38:05,,,4,,mikeperry,"wtf-pad, tor-relay, tor-cell, padding"
30173,Ensure circuit padding can be safely disabled from consensus,closed,,enhancement,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,12 abr. 2019 20:59:56,13 may. 2019 18:36:10,0.33,#28634,1,asn,mikeperry,"wtf-pad, tor-relay, tor-cell, padding, 041-proposed"
30200,Potential circuit timeout issues on onion service circuits,new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,16 abr. 2019 16:15:16,26 abr. 2019 21:34:52,,#29995,21,,asn,"tor-hs, reachability, timeouts, network-team-roadmap-2019-Q1Q2"
30221,HS performance optimizations of codebase (master ticket),new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,17 abr. 2019 15:32:33,17 abr. 2019 15:36:08,,,10,,asn,tor-dos tor-hs refactoring
30237,Tor Browser: Improve TBB UI of hidden service client authorization,needs_information,tbb-team,defect,Medium,,Applications/Tor Browser,,Normal,,18 abr. 2019 10:46:39,11 jun. 2019 07:04:21,,#30000,,,asn,TorBrowserTeam201906
30281,Sponsor27 master ticket,new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,24 abr. 2019 10:41:17,6 may. 2019 17:44:14,,,,,asn,tor-hs
30291,Optimize our path selection code,new,,enhancement,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,25 abr. 2019 18:45:16,30 abr. 2019 17:26:33,,#30221,10,,dgoulet,tor-performance tor-hs path-selection refactoring tor-dos
30307,Make router_choose_random_node() linear instead of quadratic,closed,nickm,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,26 abr. 2019 14:57:52,30 abr. 2019 17:16:36,.3,#30291,,dgoulet,nickm,tor-performance tor-hs path-selection refactoring tor-dos
30308,Use tor_mem_is_zero to check for broken node identity in node_is_a_configured_bridge(),closed,nickm,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,26 abr. 2019 15:15:09,30 abr. 2019 16:19:44,.1,#30291,,ahf,nickm,tor-performance tor-hs path-selection refactoring tor-dos asn-merge
30348,"Update padding negotiation with preference menu, response delays",new,,enhancement,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,30 abr. 2019 20:36:56,14 may. 2019 01:00:53,,,,,mikeperry,wtf-pad
30368,Run some tests to check reachability of snowflake proxies,assigned,cohosh,task,Medium,,Circumvention/Snowflake,,Normal,,2 may. 2019 17:48:01,13 jun. 2019 18:49:45,,,,,cohosh,anti-censorship-roadmap
30381,Provide control port commands to ADD/REMOVE/VIEW v3 client-auth,needs_revision,asn,defect,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,,Normal,,3 may. 2019 13:02:46,5 jun. 2019 13:47:23,4.5,#14389,6,dgoulet,asn,"tor-hs, tbb-usability, ux-team, hs-auth, network-team-roadmap-2019-Q1Q2"
30382,Provide control port event for when we are missing v3 client auth for an onion,needs_revision,dgoulet,defect,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,,Normal,,3 may. 2019 13:07:00,14 jun. 2019 19:23:12,,#14389,6,asn,asn,"tor-hs, tbb-usability, hs-auth, network-team-roadmap-2019-Q1Q2, tor-spec"
30418,Denial of Service on Hidden Service,closed,,defect,Medium,Tor: unspecified,Core Tor/Tor,Tor: unspecified,Normal,duplicate,6 may. 2019 22:07:11,7 may. 2019 11:40:44,,,,,hsadm1,
30466,hs: Do not allow more than one control cell on a circuit,assigned,neel,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,10 may. 2019 13:09:51,13 may. 2019 12:51:44,,#29999,0.1,,dgoulet,"tor-dos, tor-hs, tor-relay"
30471,Improve UX for obfs4 bridge operation,new,,project,Medium,,Circumvention/Obfs4,,Normal,,10 may. 2019 18:00:09,6 jun. 2019 00:44:54,,,,,arma,anti-censorship-roadmap
30520,Onion Service (v2) hosting Tor instance reporting under high load: Failed to find node for hop #1 of our path. Discarding this circuit.,closed,,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,Tor: 0.4.0.1-alpha,Normal,not a bug,15 may. 2019 23:24:58,23 may. 2019 18:02:15,,,,,s7r,tor-hs tor-dos
30578,"The circuitpadding_circuitsetup_machine test: Re-enable, remove, re-document, or ___?",needs_review,asn,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,,22 may. 2019 21:13:23,10 jun. 2019 15:17:00,,,,mikeperry,nickm,"circuitpadding, 041-should, hopefully-easy, wtf-pad"
30649,"Every few hours, relays [warn] Received circuit padding stop command for unknown machine.",needs_revision,mikeperry,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,Tor: 0.4.1.1-alpha,Normal,,27 may. 2019 23:01:00,12 jun. 2019 10:14:27,,,1,asn,teor,"tor-relay, circuitpadding, wtf-pad, 041-must"
30686,Better warnings when minherit/madvise fails,closed,nickm,defect,Medium,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,29 may. 2019 13:09:50,11 jun. 2019 15:39:46,0,,.1,mikeperry,nickm,041-should diagnostic dgoulet-merge
30687,Implement a generic counter token bucket,closed,,enhancement,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,,Normal,fixed,29 may. 2019 14:46:07,11 jun. 2019 11:09:24,,#15516,0.1,nickm,dgoulet,asn-merge
30708,Create a docker image for obfs4proxy,assigned,phw,task,Medium,,Circumvention/Obfs4,,Normal,,30 may. 2019 22:15:07,30 may. 2019 22:15:07,,,3,,phw,"anti-censorship-roadmap, sponsor28"
30790,hs-v3: Write a proposal for an ESTABLISH_INTRO cell extension containing DoS defense parameters,needs_review,,task,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,,Normal,,6 jun. 2019 15:29:42,17 jun. 2019 14:25:46,,#29999,4,asn,dgoulet,"tor-hs, tor-spec, ddos"
30794,Create lightweight censorship analyser for users,assigned,phw,project,Medium,,Circumvention/Censorship analysis,,Normal,,6 jun. 2019 23:35:49,6 jun. 2019 23:35:49,,,5,,phw,tbb-bridges
30830,Modify snowflake broker logs to make them easier to process for measurements,new,,task,Medium,,Circumvention/Snowflake,,Normal,,10 jun. 2019 17:52:50,10 jun. 2019 17:53:33,,,,,cohosh,"logs, stats"
30860,"Add a chutney job that runs on macOS, so that IPv6 chutney tests work",assigned,teor,enhancement,Medium,Tor: 0.4.2.x-final,Core Tor/Tor,,Normal,,12 jun. 2019 00:36:34,14 jun. 2019 10:53:06,,#29267,0.5,,teor,"CI, PTs, 029-backport, 035-backport, 040-backport, network-team-roadmap-2019-Q1Q2, tor-ci"
30867,Write proxy-go tests to cover existing implementation,assigned,cohosh,defect,Medium,,Circumvention/Snowflake,,Normal,,12 jun. 2019 15:36:20,12 jun. 2019 19:47:57,,#29259,,,cohosh,"tests, snowflake"
30868,Modify client rendezvous library to remove hard-coded responses,closed,,defect,Medium,Tor: unspecified,Circumvention/Snowflake,Tor: unspecified,Normal,not a bug,12 jun. 2019 15:39:12,12 jun. 2019 19:53:49,,#29259,,,cohosh,"ex-sponsor-19, easy"
30875,"If you start Tor with UseBridges 1, no ClientTransportPlugin, and only obfs4 bridges, it should fail",new,,defect,Medium,Tor: unspecified,Core Tor/Tor,,Normal,,13 jun. 2019 04:17:39,17 jun. 2019 02:18:09,,,,,arma,
30878,Set up snowbox to simulate censorship,assigned,cohosh,task,Medium,Tor: unspecified,Circumvention/Snowflake,Tor: unspecified,Normal,,13 jun. 2019 18:21:17,13 jun. 2019 18:34:01,,#29259,,,cohosh,ex-sponsor-19
19251,TorBrowser might want to have an error page specific to when .onion links fail,new,tbb-team,enhancement,Low,,Applications/Tor Browser,,Normal,,2 jun. 2016 20:55:57,4 abr. 2019 17:34:40,,#30025,,,cypherpunks,ux-team
23588,Write fascist_firewall_choose_address_ls() and use it in hs_get_extend_info_from_lspecs(),closed,teor,enhancement,Low,Tor: 0.4.1.x-final,Core Tor/Tor,Tor: 0.3.2.1-alpha,Normal,fixed,20 sep. 2017 00:04:40,13 may. 2019 11:36:02,2,#23493,1,dgoulet,teor,"prop224, tor-hs, single-onion, ipv6, 034-triage-20180328, 034-removed-20180328, 040-unreached-20190109, 041-proposed, v3-onion-service-feature-parity-can asn-merge nickm-merge"
25025,Add icon for next-generation onions in the style guide,assigned,antonela,defect,Low,,Webpages/Styleguide,,Minor,,25 ene. 2018 14:41:35,8 abr. 2019 09:31:41,,#30024,,,ahf,"ux-team, tor-hs"
27251,Add single-onion-v23-ipv6-md to make test-network-all,closed,teor,enhancement,Low,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,22 ago. 2018 00:23:41,13 may. 2019 11:35:51,0.1,#23588,0.1,asn,teor,"fast-fix, prop224, tor-hs, single-onion, ipv6, 034-triage-20180328, 034-removed-20180328, v3-onion-service-feature-parity-can"
28638,Serialize state machines in the torrc,new,,defect,Low,Tor: unspecified,Core Tor/Tor,,Normal,,27 nov. 2018 16:40:45,14 may. 2019 00:10:50,,#29102,5,,asn,"wtf-pad, tor-relay, tor-cell, padding"
28777,Split circuitpadding.c code into multiple modules,new,,defect,Low,Tor: unspecified,Core Tor/Tor,,Normal,,7 dic. 2018 12:31:12,14 may. 2019 00:10:14,,,3,,asn,"wtf-pad, tor-relay, tor-cell, padding, refactor, technical-debt"
28821,Introduce timer_is_scheduled() method and replace padding_scheduled_at_us,new,,defect,Low,Tor: unspecified,Core Tor/Tor,,Normal,,11 dic. 2018 15:34:58,13 may. 2019 23:36:07,,,1,,asn,"wtf-pad, tor-relay, tor-cell, padding, refactoring"
28878,WTF-PAD: Improve deterministic randomness in tests,closed,nickm,defect,Low,Tor: 0.4.1.x-final,Core Tor/Tor,,Normal,fixed,17 dic. 2018 13:14:26,23 may. 2019 13:53:08,.2,,2,,asn,"wtf-pad, tor-relay, tor-cell, padding, tor-tests, dgoulet-merge, 041-should"
29102,Serialize padding state machine in consensus,new,,defect,Low,,Core Tor/DirAuth,,Normal,,16 ene. 2019 00:18:23,14 may. 2019 00:28:48,,,15,,mikeperry,wtf-pad
29111,Optional heartbeat message from PT's,new,,enhancement,Low,Tor: unspecified,Circumvention/Pluggable transport,Tor: unspecified,Normal,,17 ene. 2019 23:08:19,5 jun. 2019 20:46:19,,,,,ahf,
29272,Assess Marionette for interation with Tor,new,,project,Low,,Circumvention/Pluggable transport,,Normal,,1 feb. 2019 09:47:54,5 jun. 2019 20:46:19,,,5,,cohosh,
29287,Have backup PT in pipeline,new,,project,Low,,Circumvention/Pluggable transport,,Normal,,1 feb. 2019 10:15:41,5 jun. 2019 20:50:44,,,,,cohosh,
29840,WTF-PAD: Log padding counters into the heartbeat,new,,defect,Low,Tor: unspecified,Core Tor/Tor,,Normal,,20 mar. 2019 16:23:25,14 may. 2019 00:40:24,,,,,asn,"wtf-pad, tor-relay, tor-cell, padding, 041-proposed"
30031,"Test circuitpadding with zero monotonic time deltas, and fix any bugs",new,,defect,Low,Tor: unspecified,Core Tor/Tor,,Normal,,5 abr. 2019 01:57:37,14 may. 2019 00:42:23,,,2,,teor,wtf-pad
